benchmark,dataset,comp,rational,mem,localmem,coalesced,atomic,transfer,wgsize,F1:transfer/(comp+mem),F2:coalesced/mem,F3:(localmem/mem)*avgws,F4:comp/mem,oracle,runtime,speedup,penalty,runtime_cpu,ci_cpu,ci_mean_cpu,runtime_gpu,ci_gpu,ci_mean_gpu,kernel_nlines,kernel_size
5a7f61302fe51af6c1a24adc3e1afd6264db7372.cl-A,256,0,2,2,0,2,0,6144,256,3072.0,1,0.0,0,CPU,0.006328,2.28,0.44,0.006328,0.002072,0.327434,0.014438,0.0034,0.23549,11,202
5a7f61302fe51af6c1a24adc3e1afd6264db7372.cl-A,262144,0,2,2,0,2,0,6291456,256,3145728.0,1,0.0,0,CPU,0.861262,2.44,0.41,0.861262,0.340286,0.395102,2.103616,0.000683,0.000325,11,202
5a7f61302fe51af6c1a24adc3e1afd6264db7372.cl-A,4096,0,2,2,0,2,0,98304,256,49152.0,1,0.0,0,GPU,0.020486,2.20,0.45,0.04516,0.012078,0.267449,0.020486,0.003806,0.185785,11,202
5a7f61302fe51af6c1a24adc3e1afd6264db7372.cl-A,4194304,0,2,2,0,2,0,100663296,256,50331648.0,1,0.0,0,CPU,14.759713,2.51,0.40,14.759713,1.375944,0.093223,37.065651,0.063454,0.001712,11,202
5a7f61302fe51af6c1a24adc3e1afd6264db7372.cl-A,512,0,2,2,0,2,0,12288,256,6144.0,1,0.0,0,GPU,0.015226,1.08,0.93,0.016427,0.013061,0.795093,0.015226,0.002728,0.179167,11,202
5a7f61302fe51af6c1a24adc3e1afd6264db7372.cl-A,524288,0,2,2,0,2,0,12582912,256,6291456.0,1,0.0,0,CPU,1.891844,2.22,0.45,1.891844,0.379618,0.20066,4.195693,0.000551,0.000131,11,202
5a7f61302fe51af6c1a24adc3e1afd6264db7372.cl-A,64,0,2,2,0,2,0,1536,64,768.0,1,0.0,0,CPU,0.010867,1.40,0.71,0.010867,0.008893,0.818349,0.015219,0.003361,0.220842,11,202
5a7f61302fe51af6c1a24adc3e1afd6264db7372.cl-A,65536,0,2,2,0,2,0,1572864,256,786432.0,1,0.0,0,CPU,0.19906,2.71,0.37,0.19906,0.119283,0.599231,0.540128,0.003363,0.006226,11,202
5a7f61302fe51af6c1a24adc3e1afd6264db7372.cl-A,8192,0,2,2,0,2,0,196608,256,98304.0,1,0.0,0,GPU,0.046195,1.62,0.62,0.074994,0.010912,0.145505,0.046195,0.003518,0.076155,11,202
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,1024,0,1,3,0,2,0,24576,256,8192.0,0.667,0.0,0,GPU,0.016672,1.87,0.54,0.031149,0.00725,0.232752,0.016672,0.003126,0.1875,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,1048576,0,1,3,0,2,0,25165824,256,8388608.0,0.667,0.0,0,CPU,3.039774,2.97,0.34,3.039774,0.76313,0.251048,9.017357,0.00539,0.000598,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,128,0,1,3,0,2,0,3072,128,1024.0,0.667,0.0,0,CPU,0.009498,1.60,0.62,0.009498,0.001416,0.149084,0.015213,0.002676,0.175902,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,131072,0,1,3,0,2,0,3145728,256,1048576.0,0.667,0.0,0,CPU,0.287032,3.71,0.27,0.287032,0.11068,0.385602,1.066061,0.001072,0.001006,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,16384,0,1,3,0,2,0,393216,256,131072.0,0.667,0.0,0,CPU,0.105543,1.05,0.95,0.105543,0.054277,0.514264,0.111322,0.002972,0.026697,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,2048,0,1,3,0,2,0,49152,256,16384.0,0.667,0.0,0,GPU,0.017805,4.20,0.24,0.074715,0.034313,0.459252,0.017805,0.003213,0.180455,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,2097152,0,1,3,0,2,0,50331648,256,16777216.0,0.667,0.0,0,CPU,8.397086,2.22,0.45,8.397086,0.812043,0.096705,18.674874,0.029503,0.00158,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,256,0,1,3,0,2,0,6144,256,2048.0,0.667,0.0,0,GPU,0.015194,1.16,0.86,0.017628,0.009634,0.546517,0.015194,0.00312,0.205344,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,262144,0,1,3,0,2,0,6291456,256,2097152.0,0.667,0.0,0,CPU,0.567888,3.74,0.27,0.567888,0.270849,0.476941,2.122432,0.000616,0.00029,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,4096,0,1,3,0,2,0,98304,256,32768.0,0.667,0.0,0,GPU,0.020838,3.66,0.27,0.076363,0.021115,0.276508,0.020838,0.00287,0.137729,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,4194304,0,1,3,0,2,0,100663296,256,33554432.0,0.667,0.0,0,CPU,13.853838,2.70,0.37,13.853838,4.607776,0.332599,37.431514,0.054157,0.001447,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,512,0,1,3,0,2,0,12288,256,4096.0,0.667,0.0,0,GPU,0.015098,1.88,0.53,0.028425,0.009081,0.319472,0.015098,0.002871,0.190158,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,524288,0,1,3,0,2,0,12582912,256,4194304.0,0.667,0.0,0,CPU,1.431915,2.96,0.34,1.431915,0.653909,0.456667,4.234528,0.001172,0.000277,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,64,0,1,3,0,2,0,1536,64,512.0,0.667,0.0,0,CPU,0.006468,2.35,0.43,0.006468,0.005601,0.865955,0.015213,0.003208,0.210872,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,65536,0,1,3,0,2,0,1572864,256,524288.0,0.667,0.0,0,CPU,0.178317,3.05,0.33,0.178317,0.04492,0.251911,0.543142,0.002621,0.004826,8,166
5aa3ab33a1f75f6e7a143f5ed606a6ee34b7940a.cl-A,8192,0,1,3,0,2,0,196608,256,65536.0,0.667,0.0,0,GPU,0.047034,1.48,0.67,0.069785,0.027337,0.391732,0.047034,0.003423,0.072777,8,166
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,1024,1,2,6,0,4,0,32768,256,4681.142857,0.667,0.0,0.167,GPU,0.019078,1.62,0.62,0.030828,0.003742,0.121383,0.019078,0.002527,0.132456,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,1048576,1,2,6,0,4,0,33554432,256,4793490.285714,0.667,0.0,0.167,CPU,5.571121,2.16,0.46,5.571121,1.365961,0.245186,12.01753,0.014266,0.001187,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,128,1,2,6,0,4,0,4096,128,585.142857,0.667,0.0,0.167,GPU,0.016781,4.56,0.22,0.076476,0.188223,2.461204,0.016781,0.003161,0.188368,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,131072,1,2,6,0,4,0,4194304,256,599186.285714,0.667,0.0,0.167,CPU,0.40034,3.55,0.28,0.40034,0.048574,0.121332,1.421306,0.002708,0.001905,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,16384,1,2,6,0,4,0,524288,256,74898.285714,0.667,0.0,0.167,CPU,0.125727,1.16,0.87,0.125727,0.056544,0.449736,0.145344,0.003228,0.022209,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,2048,1,2,6,0,4,0,65536,256,9362.285714,0.667,0.0,0.167,GPU,0.020397,6.29,0.16,0.128227,0.154468,1.204645,0.020397,0.003551,0.174094,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,2097152,1,2,6,0,4,0,67108864,256,9586980.571429,0.667,0.0,0.167,CPU,10.293106,2.42,0.41,10.293106,1.439254,0.139827,24.876954,0.015856,0.000637,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,256,1,2,6,0,4,0,8192,256,1170.285714,0.667,0.0,0.167,CPU,0.016091,1.06,0.94,0.016091,0.008302,0.515941,0.017101,0.002964,0.173323,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,262144,1,2,6,0,4,0,8388608,256,1198372.571429,0.667,0.0,0.167,CPU,1.12058,2.52,0.40,1.12058,0.235436,0.210102,2.823072,0.000377,0.000134,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,4096,1,2,6,0,4,0,131072,256,18724.571429,0.667,0.0,0.167,GPU,0.024045,3.00,0.33,0.072159,0.01796,0.248895,0.024045,0.003182,0.132335,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,4194304,1,2,6,0,4,0,134217728,256,19173961.142857,0.667,0.0,0.167,CPU,17.836793,2.81,0.36,17.836793,1.961191,0.109952,50.130707,0.676647,0.013498,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,512,1,2,6,0,4,0,16384,256,2340.571429,0.667,0.0,0.167,GPU,0.01712,1.52,0.66,0.025981,0.00884,0.340249,0.01712,0.00295,0.172313,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,524288,1,2,6,0,4,0,16777216,256,2396745.142857,0.667,0.0,0.167,CPU,2.250867,2.51,0.40,2.250867,0.813763,0.361533,5.63929,0.000953,0.000169,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,64,1,2,6,0,4,0,2048,64,292.571429,0.667,0.0,0.167,CPU,0.017348,1.13,0.89,0.017348,0.010323,0.595054,0.019552,0.003628,0.185556,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,65536,1,2,6,0,4,0,2097152,256,299593.142857,0.667,0.0,0.167,CPU,0.276164,2.60,0.38,0.276164,0.146907,0.531956,0.719194,0.002147,0.002985,9,243
5aece71d8c6e3437804f598b6182bda93954694c.cl-A,8192,1,2,6,0,4,0,262144,256,37449.142857,0.667,0.0,0.167,GPU,0.058611,1.35,0.74,0.079367,0.013241,0.166833,0.058611,0.003042,0.051902,9,243
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,1024,2,2,6,0,6,0,24576,256,3072.0,1,0.0,0.333,GPU,0.016794,3.61,0.28,0.060566,0.015712,0.259419,0.016794,0.003106,0.184947,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,1048576,2,2,6,0,6,0,25165824,256,3145728.0,1,0.0,0.333,CPU,4.577819,1.98,0.50,4.577819,0.268468,0.058645,9.076992,0.001942,0.000214,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,128,2,2,6,0,6,0,3072,128,384.0,1,0.0,0.333,GPU,0.015066,1.09,0.92,0.016426,0.013904,0.846463,0.015066,0.002872,0.190628,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,131072,2,2,6,0,6,0,3145728,256,393216.0,1,0.0,0.333,CPU,0.310777,3.43,0.29,0.310777,0.046069,0.148238,1.065952,0.001983,0.00186,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,16384,2,2,6,0,6,0,393216,256,49152.0,1,0.0,0.333,GPU,0.111693,1.25,0.80,0.139403,0.138878,0.996234,0.111693,0.00393,0.035186,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,2048,2,2,6,0,6,0,49152,256,6144.0,1,0.0,0.333,GPU,0.017773,2.82,0.35,0.050201,0.005803,0.115595,0.017773,0.002948,0.16587,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,2097152,2,2,6,0,6,0,50331648,256,6291456.0,1,0.0,0.333,CPU,7.035792,2.63,0.38,7.035792,0.880848,0.125195,18.472358,0.01223,0.000662,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,256,2,2,6,0,6,0,6144,256,768.0,1,0.0,0.333,CPU,0.01313,1.16,0.86,0.01313,0.002621,0.199619,0.015226,0.002692,0.176803,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,262144,2,2,6,0,6,0,6291456,256,786432.0,1,0.0,0.333,CPU,0.658598,3.23,0.31,0.658598,0.380281,0.57741,2.128333,0.000662,0.000311,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,4096,2,2,6,0,6,0,98304,256,12288.0,1,0.0,0.333,GPU,0.02032,3.53,0.28,0.071782,0.020442,0.284779,0.02032,0.003202,0.157579,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,4194304,2,2,6,0,6,0,100663296,256,12582912.0,1,0.0,0.333,CPU,14.883848,2.54,0.39,14.883848,4.039421,0.271396,37.742598,0.694806,0.018409,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,512,2,2,6,0,6,0,12288,256,1536.0,1,0.0,0.333,GPU,0.015488,1.25,0.80,0.019331,0.019515,1.009518,0.015488,0.003147,0.20319,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,524288,2,2,6,0,6,0,12582912,256,1572864.0,1,0.0,0.333,CPU,2.166891,1.96,0.51,2.166891,0.314048,0.14493,4.246765,0.00069,0.000162,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,64,2,2,6,0,6,0,1536,64,192.0,1,0.0,0.333,CPU,0.01394,1.10,0.91,0.01394,0.015054,1.079914,0.015354,0.003109,0.202488,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,65536,2,2,6,0,6,0,1572864,256,196608.0,1,0.0,0.333,CPU,0.190008,2.86,0.35,0.190008,0.043092,0.22679,0.543136,0.002802,0.005159,9,193
5af59e20af561d72c737c4e8ebb7bb29764e61ae.cl-A,8192,2,2,6,0,6,0,196608,256,24576.0,1,0.0,0.333,GPU,0.046464,2.42,0.41,0.11257,0.152834,1.35768,0.046464,0.003018,0.064954,9,193
5afd09210061d337b4a51c8d889307befb515439.cl-A,1024,2,1,6,0,6,0,24576,256,3072.0,1,0.0,0.333,GPU,0.016973,3.78,0.26,0.064183,0.0167,0.260194,0.016973,0.002757,0.162434,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,128,2,1,6,0,6,0,3072,128,384.0,1,0.0,0.333,CPU,0.010155,1.51,0.66,0.010155,0.002506,0.246775,0.015309,0.002804,0.18316,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,131072,2,1,6,0,6,0,3145728,256,393216.0,1,0.0,0.333,CPU,0.715755,1.50,0.67,0.715755,0.155791,0.21766,1.070336,0.001763,0.001647,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,16384,2,1,6,0,6,0,393216,256,49152.0,1,0.0,0.333,GPU,0.111654,1.36,0.73,0.152099,0.024896,0.163683,0.111654,0.003314,0.029681,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,2048,2,1,6,0,6,0,49152,256,6144.0,1,0.0,0.333,GPU,0.017754,5.67,0.18,0.100696,0.165558,1.644137,0.017754,0.002873,0.161823,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,256,2,1,6,0,6,0,6144,256,768.0,1,0.0,0.333,CPU,0.01394,1.11,0.90,0.01394,0.003476,0.249354,0.015469,0.003112,0.201177,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,4096,2,1,6,0,6,0,98304,256,12288.0,1,0.0,0.333,GPU,0.020563,3.62,0.28,0.07445,0.011583,0.155581,0.020563,0.003267,0.158878,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,512,2,1,6,0,6,0,12288,256,1536.0,1,0.0,0.333,GPU,0.015302,3.34,0.30,0.051123,0.007862,0.153786,0.015302,0.002744,0.179323,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,64,2,1,6,0,6,0,1536,64,192.0,1,0.0,0.333,GPU,0.015206,1.02,0.98,0.015547,0.019133,1.230655,0.015206,0.002989,0.196567,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,65536,2,1,6,0,6,0,1572864,256,196608.0,1,0.0,0.333,CPU,0.386791,1.41,0.71,0.386791,0.095496,0.246893,0.545069,0.002499,0.004585,8,183
5afd09210061d337b4a51c8d889307befb515439.cl-A,8192,2,1,6,0,6,0,196608,256,24576.0,1,0.0,0.333,GPU,0.046957,1.04,0.96,0.048832,0.017609,0.360604,0.046957,0.003628,0.077262,8,183
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,1024,0,2,5,0,3,0,32768,256,6553.6,0.6,0.0,0,GPU,0.019174,3.75,0.27,0.071824,0.018203,0.253439,0.019174,0.002553,0.133149,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,1048576,0,2,5,0,3,0,33554432,256,6710886.4,0.6,0.0,0,CPU,7.630793,1.60,0.63,7.630793,1.592056,0.208636,12.192294,0.009145,0.00075,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,128,0,2,5,0,3,0,4096,128,819.2,0.6,0.0,0,GPU,0.016512,1.39,0.72,0.022992,0.016909,0.73543,0.016512,0.00293,0.177447,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,131072,0,2,5,0,3,0,4194304,256,838860.8,0.6,0.0,0,CPU,0.676072,2.14,0.47,0.676072,0.08987,0.13293,1.450163,0.001772,0.001222,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,16384,0,2,5,0,3,0,524288,256,104857.6,0.6,0.0,0,GPU,0.145933,1.07,0.94,0.155661,0.052396,0.336603,0.145933,0.003358,0.023011,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,2048,0,2,5,0,3,0,65536,256,13107.2,0.6,0.0,0,GPU,0.02039,3.26,0.31,0.066475,0.02115,0.318165,0.02039,0.002643,0.129622,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,2097152,0,2,5,0,3,0,67108864,256,13421772.8,0.6,0.0,0,CPU,12.336588,2.04,0.49,12.336588,1.387981,0.112509,25.198131,0.118698,0.004711,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,256,0,2,5,0,3,0,8192,256,1638.4,0.6,0.0,0,CPU,0.008646,1.98,0.50,0.008646,0.005381,0.622369,0.017133,0.002724,0.158991,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,262144,0,2,5,0,3,0,8388608,256,1677721.6,0.6,0.0,0,CPU,1.709895,1.69,0.59,1.709895,0.392556,0.229579,2.882522,0.000973,0.000338,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,4096,0,2,5,0,3,0,131072,256,26214.4,0.6,0.0,0,GPU,0.02375,2.92,0.34,0.069338,0.022599,0.325925,0.02375,0.002609,0.109853,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,4194304,0,2,5,0,3,0,134217728,256,26843545.6,0.6,0.0,0,CPU,25.240877,2.02,0.50,25.240877,3.148111,0.124723,50.920147,0.147263,0.002892,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,512,0,2,5,0,3,0,16384,256,3276.8,0.6,0.0,0,GPU,0.017382,1.84,0.54,0.032029,0.03657,1.141778,0.017382,0.002796,0.160856,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,524288,0,2,5,0,3,0,16777216,256,3355443.2,0.6,0.0,0,CPU,3.792755,1.52,0.66,3.792755,0.960338,0.253203,5.761459,0.003114,0.00054,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,64,0,2,5,0,3,0,2048,64,409.6,0.6,0.0,0,CPU,0.013521,1.55,0.65,0.013521,0.00498,0.368316,0.020928,0.006749,0.322487,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,65536,0,2,5,0,3,0,2097152,256,419430.4,0.6,0.0,0,CPU,0.474567,1.54,0.65,0.474567,0.072663,0.153114,0.732096,0.002828,0.003863,11,254
5b29e180ee5d3eb45774f35a733ebb6e20679a7d.cl-A,8192,0,2,5,0,3,0,262144,256,52428.8,0.6,0.0,0,GPU,0.059187,1.88,0.53,0.111228,0.043155,0.387987,0.059187,0.003389,0.057259,11,254
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,1024,3,1,4,0,3,0,32768,256,4681.142857,0.75,0.0,0.75,GPU,0.018931,2.49,0.40,0.047073,0.028929,0.614556,0.018931,0.003138,0.16576,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,1048576,3,1,4,0,3,0,33554432,256,4793490.285714,0.75,0.0,0.75,CPU,5.197614,2.30,0.43,5.197614,1.30182,0.250465,11.968429,0.010702,0.000894,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,128,3,1,4,0,3,0,4096,128,585.142857,0.75,0.0,0.75,CPU,0.007711,2.13,0.47,0.007711,0.003666,0.475425,0.01641,0.003055,0.186167,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,131072,3,1,4,0,3,0,4194304,256,599186.285714,0.75,0.0,0.75,CPU,0.417731,3.40,0.29,0.417731,0.092154,0.220606,1.418605,0.001952,0.001376,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,16384,3,1,4,0,3,0,524288,256,74898.285714,0.75,0.0,0.75,CPU,0.12542,1.17,0.86,0.12542,0.060007,0.478448,0.146272,0.003155,0.021569,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,2048,3,1,4,0,3,0,65536,256,9362.285714,0.75,0.0,0.75,GPU,0.020346,3.47,0.29,0.07058,0.022128,0.313517,0.020346,0.003476,0.170844,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,2097152,3,1,4,0,3,0,67108864,256,9586980.571429,0.75,0.0,0.75,CPU,9.053196,2.73,0.37,9.053196,1.608786,0.177704,24.756864,1.019427,0.041178,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,256,3,1,4,0,3,0,8192,256,1170.285714,0.75,0.0,0.75,CPU,0.011748,1.43,0.70,0.011748,0.010499,0.893684,0.016749,0.003331,0.198878,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,262144,3,1,4,0,3,0,8388608,256,1198372.571429,0.75,0.0,0.75,CPU,1.07658,2.61,0.38,1.07658,0.404291,0.375533,2.810566,0.000803,0.000286,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,4096,3,1,4,0,3,0,131072,256,18724.571429,0.75,0.0,0.75,GPU,0.023808,3.54,0.28,0.0842,0.014695,0.174525,0.023808,0.003525,0.148059,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,4194304,3,1,4,0,3,0,134217728,256,19173961.142857,0.75,0.0,0.75,CPU,17.701205,2.83,0.35,17.701205,4.543756,0.256692,50.042458,0.870929,0.017404,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,512,3,1,4,0,3,0,16384,256,2340.571429,0.75,0.0,0.75,GPU,0.017318,2.46,0.41,0.042617,0.011427,0.268132,0.017318,0.002865,0.165435,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,524288,3,1,4,0,3,0,16777216,256,2396745.142857,0.75,0.0,0.75,CPU,2.651459,2.12,0.47,2.651459,0.408574,0.154094,5.611718,0.000935,0.000167,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,64,3,1,4,0,3,0,2048,64,292.571429,0.75,0.0,0.75,CPU,0.01598,1.05,0.96,0.01598,0.008881,0.555757,0.016704,0.003015,0.180496,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,65536,3,1,4,0,3,0,2097152,256,299593.142857,0.75,0.0,0.75,CPU,0.219593,3.28,0.30,0.219593,0.066226,0.301585,0.72128,0.002658,0.003685,8,228
5bcdd5ab856b0b037f54cdcce2c0bc446cd783e5.cl-A,8192,3,1,4,0,3,0,262144,256,37449.142857,0.75,0.0,0.75,GPU,0.058272,1.54,0.65,0.089773,0.023101,0.257327,0.058272,0.002847,0.048857,8,228
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,1024,2,1,3,0,3,0,24576,256,4915.2,1,0.0,0.667,GPU,0.016838,3.64,0.27,0.061264,0.014558,0.237627,0.016838,0.00282,0.167478,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,1048576,2,1,3,0,3,0,25165824,256,5033164.8,1,0.0,0.667,CPU,4.143899,2.17,0.46,4.143899,0.471166,0.113701,9.011219,0.00173,0.000192,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,128,2,1,3,0,3,0,3072,128,614.4,1,0.0,0.667,CPU,0.01109,1.35,0.74,0.01109,0.00259,0.233544,0.01497,0.002843,0.189913,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,131072,2,1,3,0,3,0,3145728,256,629145.6,1,0.0,0.667,CPU,0.367055,2.90,0.34,0.367055,0.195948,0.533838,1.064467,0.001194,0.001122,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,16384,2,1,3,0,3,0,393216,256,78643.2,1,0.0,0.667,GPU,0.111328,1.08,0.92,0.120489,0.007298,0.06057,0.111328,0.003099,0.027837,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,2048,2,1,3,0,3,0,49152,256,9830.4,1,0.0,0.667,GPU,0.017728,3.33,0.30,0.05896,0.016679,0.282887,0.017728,0.002979,0.168039,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,2097152,2,1,3,0,3,0,50331648,256,10066329.6,1,0.0,0.667,CPU,8.44677,2.21,0.45,8.44677,1.073261,0.127062,18.665626,0.035918,0.001924,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,256,2,1,3,0,3,0,6144,256,1228.8,1,0.0,0.667,CPU,0.013661,1.09,0.91,0.013661,0.002838,0.207745,0.014938,0.00302,0.202169,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,262144,2,1,3,0,3,0,6291456,256,1258291.2,1,0.0,0.667,CPU,0.818379,2.59,0.39,0.818379,0.278419,0.340208,2.117344,0.000631,0.000298,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,4096,2,1,3,0,3,0,98304,256,19660.8,1,0.0,0.667,GPU,0.02087,5.38,0.19,0.11236,0.113763,1.012487,0.02087,0.003214,0.154001,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,4194304,2,1,3,0,3,0,100663296,256,20132659.2,1,0.0,0.667,CPU,13.767137,2.75,0.36,13.767137,2.84179,0.206418,37.813478,0.808603,0.021384,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,512,2,1,3,0,3,0,12288,256,2457.6,1,0.0,0.667,GPU,0.015782,3.20,0.31,0.050579,0.02218,0.438522,0.015782,0.002862,0.181346,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,524288,2,1,3,0,3,0,12582912,256,2516582.4,1,0.0,0.667,CPU,1.969312,2.15,0.47,1.969312,0.627708,0.318745,4.233203,0.001489,0.000352,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,64,2,1,3,0,3,0,1536,64,307.2,1,0.0,0.667,CPU,0.01211,1.25,0.80,0.01211,0.007789,0.643187,0.015104,0.002733,0.180945,9,177
5bf2c1a870433772e8615ccb97d2bc26c1e0c129.cl-A,65536,2,1,3,0,3,0,1572864,256,314572.8,1,0.0,0.667,CPU,0.157841,3.43,0.29,0.157841,0.068419,0.433468,0.541907,0.002509,0.00463,9,177
